"title","description","organisation_political","organisation_type","organisation_featuring_priority","potential_service","potential_service_link"
"Intellectual Property Enterprise Court","We handle cases relating to intellectual property disputes, including: registered designs patents registered trade marks copyrights other intellectual property rights If the amount sought (damages) is under £500,000 then the case can also be heard by the Patents Court or the Chancery Division. These 2 courts will hear cases where the amount sought is over £500,000, unless all parties agree that we may hear it. Certain intellectual property disputes where the amount sought is £10,000 or less will be handled by our ‘small claims track’ and will be heard at the Thomas More Building in the Royal Courts of Justice. Who we are We are a specialist court, part of the Business and Property Courts of the High Court of Justice. We are based at the Rolls Building in London. Cases are heard by Judge Hacon. Court information Civil Procedure Rules part 63 Intellectual Property list Intellectual Property and Enterprise Court list RCJ and Rolls Building daily court lists case references used by the Royal Courts of Justice and Rolls Building previous decisions complaints procedure",FALSE,"court","service","Intellectual Property Enterprise Court: a guide to small claims","https://www.gov.uk/government/publications/intellectual-property-enterprise-court-a-guide-to-small-claims"
"Court of Appeal Civil Division","We hear appeals against certain decisions by: all 3 divisions of the High Court of Justice and their specialist courts, including the Administrative Court the County Court the Family Court We also hear appeals against certain decisions by the: Competition Appeal Tribunal Employment Appeal Tribunal Upper Tribunal (Administrative Appeals Chamber) Upper Tribunal (Immigration and Asylum Chamber) Upper Tribunal (Lands Chamber) Upper Tribunal (Tax and Chancery Chamber) For all these cases we also handle applications for permission to appeal. Who we are We are, together with the Criminal Division, one of 2 divisions of the Court of Appeal of England and Wales. The Court of Appeal is the second most senior court in England and Wales. We are based at the Royal Courts of Justice in London. Cases are heard by Lord or Lady Justices of Appeal or, in some cases, High Court judges. Court information forms and guidance previous decisions daily cause list RCJ and Rolls Building daily court lists case references used by the Royal Courts of Justice and Rolls Building Civil Procedure Rules part 52",FALSE,"court","service","Appeal to the Court of Appeal Civil Division","https://www.gov.uk/guidance/appeal-to-the-court-of-appeal-civil-division"
"Court of Appeal Civil Division","We hear appeals against certain decisions by: all 3 divisions of the High Court of Justice and their specialist courts, including the Administrative Court the County Court the Family Court We also hear appeals against certain decisions by the: Competition Appeal Tribunal Employment Appeal Tribunal Upper Tribunal (Administrative Appeals Chamber) Upper Tribunal (Immigration and Asylum Chamber) Upper Tribunal (Lands Chamber) Upper Tribunal (Tax and Chancery Chamber) For all these cases we also handle applications for permission to appeal. Who we are We are, together with the Criminal Division, one of 2 divisions of the Court of Appeal of England and Wales. The Court of Appeal is the second most senior court in England and Wales. We are based at the Royal Courts of Justice in London. Cases are heard by Lord or Lady Justices of Appeal or, in some cases, High Court judges. Court information forms and guidance previous decisions daily cause list RCJ and Rolls Building daily court lists case references used by the Royal Courts of Justice and Rolls Building Civil Procedure Rules part 52",FALSE,"court","service","Judicial assistants in the Court of Appeal Civil Division","https://www.gov.uk/guidance/judicial-assistants-in-the-court-of-appeal-civil-division"
"Court of Appeal Civil Division","We hear appeals against certain decisions by: all 3 divisions of the High Court of Justice and their specialist courts, including the Administrative Court the County Court the Family Court We also hear appeals against certain decisions by the: Competition Appeal Tribunal Employment Appeal Tribunal Upper Tribunal (Administrative Appeals Chamber) Upper Tribunal (Immigration and Asylum Chamber) Upper Tribunal (Lands Chamber) Upper Tribunal (Tax and Chancery Chamber) For all these cases we also handle applications for permission to appeal. Who we are We are, together with the Criminal Division, one of 2 divisions of the Court of Appeal of England and Wales. The Court of Appeal is the second most senior court in England and Wales. We are based at the Royal Courts of Justice in London. Cases are heard by Lord or Lady Justices of Appeal or, in some cases, High Court judges. Court information forms and guidance previous decisions daily cause list RCJ and Rolls Building daily court lists case references used by the Royal Courts of Justice and Rolls Building Civil Procedure Rules part 52",FALSE,"court","service","Track the progress of a case","http://casetracker.justice.gov.uk/listing_calendar/search.jsp"
"Court of Appeal Civil Division","We hear appeals against certain decisions by: all 3 divisions of the High Court of Justice and their specialist courts, including the Administrative Court the County Court the Family Court We also hear appeals against certain decisions by the: Competition Appeal Tribunal Employment Appeal Tribunal Upper Tribunal (Administrative Appeals Chamber) Upper Tribunal (Immigration and Asylum Chamber) Upper Tribunal (Lands Chamber) Upper Tribunal (Tax and Chancery Chamber) For all these cases we also handle applications for permission to appeal. Who we are We are, together with the Criminal Division, one of 2 divisions of the Court of Appeal of England and Wales. The Court of Appeal is the second most senior court in England and Wales. We are based at the Royal Courts of Justice in London. Cases are heard by Lord or Lady Justices of Appeal or, in some cases, High Court judges. Court information forms and guidance previous decisions daily cause list RCJ and Rolls Building daily court lists case references used by the Royal Courts of Justice and Rolls Building Civil Procedure Rules part 52",FALSE,"court","service","Timescales for listing cases","https://www.judiciary.gov.uk/publications/practice-guidance-court-of-appeal-hear-by-dates/"
"Court of Appeal Civil Division","We hear appeals against certain decisions by: all 3 divisions of the High Court of Justice and their specialist courts, including the Administrative Court the County Court the Family Court We also hear appeals against certain decisions by the: Competition Appeal Tribunal Employment Appeal Tribunal Upper Tribunal (Administrative Appeals Chamber) Upper Tribunal (Immigration and Asylum Chamber) Upper Tribunal (Lands Chamber) Upper Tribunal (Tax and Chancery Chamber) For all these cases we also handle applications for permission to appeal. Who we are We are, together with the Criminal Division, one of 2 divisions of the Court of Appeal of England and Wales. The Court of Appeal is the second most senior court in England and Wales. We are based at the Royal Courts of Justice in London. Cases are heard by Lord or Lady Justices of Appeal or, in some cases, High Court judges. Court information forms and guidance previous decisions daily cause list RCJ and Rolls Building daily court lists case references used by the Royal Courts of Justice and Rolls Building Civil Procedure Rules part 52",FALSE,"court","service","Find out which court or tribunal to appeal to ","https://www.gov.uk/which-court-or-tribunal-to-appeal-to"
"Patents Court","We handle cases relating to intellectual property disputes about: patents registered designs plant varieties If the amount sought (damages) is under £500,000 then the case can also be heard by the Intellectual Property Enterprise Court . If the amount sought is over £500,000 then we will normally handle the case unless all the parties to the case have agreed that the Intellectual Property Enterprise Court may hear it or we have transferred the case at the request of one of the parties. Who we are We are part of the Business and Property Courts of the High Court of Justice. We are based at the Rolls Building in London but can sit at other locations where appropriate. Cases are heard by one of 10 High Court judges or by suitably qualified deputy High Court judges. Court information Civil Procedure Rules part 63 Patents Court list Patents Court Diary Patents Court Guide RCJ and Rolls Building daily court lists previous decisions complaints procedure",FALSE,"court","service","Take a patent or registered design dispute to the Patents Court","http://www.gov.uk/guidance/take-a-patent-or-registered-design-dispute-to-the-patents-court"
"Patents Court","We handle cases relating to intellectual property disputes about: patents registered designs plant varieties If the amount sought (damages) is under £500,000 then the case can also be heard by the Intellectual Property Enterprise Court . If the amount sought is over £500,000 then we will normally handle the case unless all the parties to the case have agreed that the Intellectual Property Enterprise Court may hear it or we have transferred the case at the request of one of the parties. Who we are We are part of the Business and Property Courts of the High Court of Justice. We are based at the Rolls Building in London but can sit at other locations where appropriate. Cases are heard by one of 10 High Court judges or by suitably qualified deputy High Court judges. Court information Civil Procedure Rules part 63 Patents Court list Patents Court Diary Patents Court Guide RCJ and Rolls Building daily court lists previous decisions complaints procedure",FALSE,"court","service","Patents Court judges","https://www.gov.uk/guidance/patents-court-judges"
"Court of Appeal Criminal Division","We hear appeals from proceedings in the Crown Court. We hear appeals against: convictions in the Crown Court sentences given by the Crown Court (even if the conviction was in a magistrates’ court) confiscation orders imposed by the Crown Court For all these cases we also handle applications for permission (‘leave’) to appeal. We also hear other types of appeal from proceedings in the Crown Court, including cases referred to us by the Attorney General where there is concern that the sentence given by the Crown Court may have been too lenient. We also hear appeals from decisions made by ‘service courts’ (military courts) and are known as the ‘Court Martial Appeal Court’ when we do. Who we are We are, together with the Civil Division, one of 2 divisions of the Court of Appeal of England and Wales. The Court of Appeal is the second most senior court in England and Wales. We are based at the Royal Courts of Justice in London. Cases are heard by Lords Justices of Appeal or, in some cases, High Court judges. Court information forms and guidance previous decisions daily cause list RCJ and Rolls Building daily court lists cases fixed for hearing case references used by the Royal Courts of Justice and Rolls Building Criminal Procedure Rules",FALSE,"court","service","Appeal a sentence or conviction","https://www.gov.uk/appeal-against-sentence-conviction"
"Court of Appeal Criminal Division","We hear appeals from proceedings in the Crown Court. We hear appeals against: convictions in the Crown Court sentences given by the Crown Court (even if the conviction was in a magistrates’ court) confiscation orders imposed by the Crown Court For all these cases we also handle applications for permission (‘leave’) to appeal. We also hear other types of appeal from proceedings in the Crown Court, including cases referred to us by the Attorney General where there is concern that the sentence given by the Crown Court may have been too lenient. We also hear appeals from decisions made by ‘service courts’ (military courts) and are known as the ‘Court Martial Appeal Court’ when we do. Who we are We are, together with the Civil Division, one of 2 divisions of the Court of Appeal of England and Wales. The Court of Appeal is the second most senior court in England and Wales. We are based at the Royal Courts of Justice in London. Cases are heard by Lords Justices of Appeal or, in some cases, High Court judges. Court information forms and guidance previous decisions daily cause list RCJ and Rolls Building daily court lists cases fixed for hearing case references used by the Royal Courts of Justice and Rolls Building Criminal Procedure Rules",FALSE,"court","service","Guidance for advocates","https://www.gov.uk/government/publications/court-of-appeal-criminal-division-a-guide-to-hearings"
"Court of Appeal Criminal Division","We hear appeals from proceedings in the Crown Court. We hear appeals against: convictions in the Crown Court sentences given by the Crown Court (even if the conviction was in a magistrates’ court) confiscation orders imposed by the Crown Court For all these cases we also handle applications for permission (‘leave’) to appeal. We also hear other types of appeal from proceedings in the Crown Court, including cases referred to us by the Attorney General where there is concern that the sentence given by the Crown Court may have been too lenient. We also hear appeals from decisions made by ‘service courts’ (military courts) and are known as the ‘Court Martial Appeal Court’ when we do. Who we are We are, together with the Civil Division, one of 2 divisions of the Court of Appeal of England and Wales. The Court of Appeal is the second most senior court in England and Wales. We are based at the Royal Courts of Justice in London. Cases are heard by Lords Justices of Appeal or, in some cases, High Court judges. Court information forms and guidance previous decisions daily cause list RCJ and Rolls Building daily court lists cases fixed for hearing case references used by the Royal Courts of Justice and Rolls Building Criminal Procedure Rules",FALSE,"court","service","Guidance for litigants in person and third party assistance ","https://www.gov.uk/government/publications/court-of-appeal-criminal-division-guidance-for-litigants-in-person-and-third-party-assistance"
"King's Bench Division of the High Court","The cases we most commonly handle are disputes relating to: personal injury negligence breach of contract breach of a statutory duty breach of the Human Rights Act 1998 libel, slander and other torts non-payment of a debt and ‘enforcement orders’ which allow the court to ensure that a party complies with a judgment against them Many of these cases can also be heard by the Chancery Division. We also handle: applications to ‘enrol’ (register) deeds, including changing your name by deed poll registration of judgments obtained abroad so that they can be enforced in England and Wales election petitions to challenge the results of Parliamentary, European Parliamentary and local government elections applications for bail serving documents overseas and obtaining evidence for foreign courts registration and satisfaction of ‘bills of sale’ (legal agreements transferring title between a seller and a purchaser) ‘interpleader proceedings’ where a High Court Enforcement Officer is attempting to recover goods to settle a debt and a third party claims to be the owner of the goods All of these cases can only be heard by the King’s Bench Division. We maintain a list of group litigation orders (for managing cases where there are multiple claimants or defendants). We contain a number of specialist courts with their own individual areas of work: the Administrative Court the Admiralty Court the Commercial Court the Circuit Commercial Court the Technology and Construction Court Who we are We are one of 3 divisions of the High Court of Justice, together with the Chancery Division and the Family Division. We are based at the Royal Courts of Justice in London and also at district registries across England and Wales. Hearings at the Royal Courts of Justice are heard by a High Court judge (or sometimes a deputy High Court judge or circuit judge) while other issues (eg case management, listing and most applications) are handled by a master. Outside London, hearings are heard by circuit judges while the work of masters is handled by district judges. Court information HMCTS E-Filing service for citizens and professionals forms and further guidance King’s Bench Guide publications and practice directions Civil Procedure Rules hearing and trial dates daily hearing list daily hearing list (King’s Bench Masters) RCJ and Rolls Building daily court lists case references used by the Royal Courts of Justice and Rolls Building previous decisions",FALSE,"court","service","The King's Bench Guide","https://www.judiciary.uk/guidance-and-resources/kings-bench-division-guide-2022-2/"
"King's Bench Division of the High Court","The cases we most commonly handle are disputes relating to: personal injury negligence breach of contract breach of a statutory duty breach of the Human Rights Act 1998 libel, slander and other torts non-payment of a debt and ‘enforcement orders’ which allow the court to ensure that a party complies with a judgment against them Many of these cases can also be heard by the Chancery Division. We also handle: applications to ‘enrol’ (register) deeds, including changing your name by deed poll registration of judgments obtained abroad so that they can be enforced in England and Wales election petitions to challenge the results of Parliamentary, European Parliamentary and local government elections applications for bail serving documents overseas and obtaining evidence for foreign courts registration and satisfaction of ‘bills of sale’ (legal agreements transferring title between a seller and a purchaser) ‘interpleader proceedings’ where a High Court Enforcement Officer is attempting to recover goods to settle a debt and a third party claims to be the owner of the goods All of these cases can only be heard by the King’s Bench Division. We maintain a list of group litigation orders (for managing cases where there are multiple claimants or defendants). We contain a number of specialist courts with their own individual areas of work: the Administrative Court the Admiralty Court the Commercial Court the Circuit Commercial Court the Technology and Construction Court Who we are We are one of 3 divisions of the High Court of Justice, together with the Chancery Division and the Family Division. We are based at the Royal Courts of Justice in London and also at district registries across England and Wales. Hearings at the Royal Courts of Justice are heard by a High Court judge (or sometimes a deputy High Court judge or circuit judge) while other issues (eg case management, listing and most applications) are handled by a master. Outside London, hearings are heard by circuit judges while the work of masters is handled by district judges. Court information HMCTS E-Filing service for citizens and professionals forms and further guidance King’s Bench Guide publications and practice directions Civil Procedure Rules hearing and trial dates daily hearing list daily hearing list (King’s Bench Masters) RCJ and Rolls Building daily court lists case references used by the Royal Courts of Justice and Rolls Building previous decisions",FALSE,"court","service","Bring a case to the court","https://www.gov.uk/guidance/queens-bench-division-bring-a-case-to-the-court"
"King's Bench Division of the High Court","The cases we most commonly handle are disputes relating to: personal injury negligence breach of contract breach of a statutory duty breach of the Human Rights Act 1998 libel, slander and other torts non-payment of a debt and ‘enforcement orders’ which allow the court to ensure that a party complies with a judgment against them Many of these cases can also be heard by the Chancery Division. We also handle: applications to ‘enrol’ (register) deeds, including changing your name by deed poll registration of judgments obtained abroad so that they can be enforced in England and Wales election petitions to challenge the results of Parliamentary, European Parliamentary and local government elections applications for bail serving documents overseas and obtaining evidence for foreign courts registration and satisfaction of ‘bills of sale’ (legal agreements transferring title between a seller and a purchaser) ‘interpleader proceedings’ where a High Court Enforcement Officer is attempting to recover goods to settle a debt and a third party claims to be the owner of the goods All of these cases can only be heard by the King’s Bench Division. We maintain a list of group litigation orders (for managing cases where there are multiple claimants or defendants). We contain a number of specialist courts with their own individual areas of work: the Administrative Court the Admiralty Court the Commercial Court the Circuit Commercial Court the Technology and Construction Court Who we are We are one of 3 divisions of the High Court of Justice, together with the Chancery Division and the Family Division. We are based at the Royal Courts of Justice in London and also at district registries across England and Wales. Hearings at the Royal Courts of Justice are heard by a High Court judge (or sometimes a deputy High Court judge or circuit judge) while other issues (eg case management, listing and most applications) are handled by a master. Outside London, hearings are heard by circuit judges while the work of masters is handled by district judges. Court information HMCTS E-Filing service for citizens and professionals forms and further guidance King’s Bench Guide publications and practice directions Civil Procedure Rules hearing and trial dates daily hearing list daily hearing list (King’s Bench Masters) RCJ and Rolls Building daily court lists case references used by the Royal Courts of Justice and Rolls Building previous decisions",FALSE,"court","service","Group litigation orders","https://www.gov.uk/guidance/group-litigation-orders"
"Administrative Court","We review decisions made by people or bodies with a public law function, eg local authorities and regulatory bodies. We can: carry out a judicial review of decisions made by other courts, tribunals and public bodies hear challenges to decisions made by certain people or bodies (eg ministers or local government) where legislation has given the right to challenge We also hear: applications for ‘habeas corpus’, (a legal procedure where the court decides to rule on whether the detention of an individual is legal applications to prevent someone who continues to initiate groundless legal proceedings (a ‘vexatious litigant’) from continuing to do so without first obtaining permission from a court all applications under the Coroners Act 1988 (which deals with the appointment and conduct of coroners) appeals ‘by way of case stated’ from the Crown Court or magistrates’ courts (where our opinion is sought on a particular point of law where a mistake may have been made) applications for an order to imprison a person for contempt of court appeals under the Extradition Act 2003 (which deals with extradition requests to and from the United Kingdom and bail) appeals against decisions made by some professional bodies, eg the Nursing and Midwifery Council applications for ‘restraint orders’ or ‘certificates of inadequacy’ where assets have been frozen or confiscated We also contain a specialist Planning Court which handles judicial reviews of decisions about planning permission and other challenges to planning decisions. Who we are We are a specialist court within the King’s Bench Division of the High Court of Justice. We are based at the Royal Courts of Justice, London and also at centres in Birmingham, Cardiff, Leeds and Manchester. Cases may be heard by one High Court judge or by a ‘Divisional Court’ which consists of 2 or more judges, normally a High Court Judge and a Lord Justice of Appeal. Court information Forms and guidance Judicial policies and practice directions Civil Procedure Rules , Part 54 Daily cause lists RCJ and Rolls Building daily court lists Case references used by the Royal Courts of Justice and Rolls Building User group meeting minutes Previous decisions Fees Extradition",FALSE,"court","service","Bring a case to the court","http://www.gov.uk/guidance/administrative-court-bring-a-case-to-the-court"
"Administrative Court","We review decisions made by people or bodies with a public law function, eg local authorities and regulatory bodies. We can: carry out a judicial review of decisions made by other courts, tribunals and public bodies hear challenges to decisions made by certain people or bodies (eg ministers or local government) where legislation has given the right to challenge We also hear: applications for ‘habeas corpus’, (a legal procedure where the court decides to rule on whether the detention of an individual is legal applications to prevent someone who continues to initiate groundless legal proceedings (a ‘vexatious litigant’) from continuing to do so without first obtaining permission from a court all applications under the Coroners Act 1988 (which deals with the appointment and conduct of coroners) appeals ‘by way of case stated’ from the Crown Court or magistrates’ courts (where our opinion is sought on a particular point of law where a mistake may have been made) applications for an order to imprison a person for contempt of court appeals under the Extradition Act 2003 (which deals with extradition requests to and from the United Kingdom and bail) appeals against decisions made by some professional bodies, eg the Nursing and Midwifery Council applications for ‘restraint orders’ or ‘certificates of inadequacy’ where assets have been frozen or confiscated We also contain a specialist Planning Court which handles judicial reviews of decisions about planning permission and other challenges to planning decisions. Who we are We are a specialist court within the King’s Bench Division of the High Court of Justice. We are based at the Royal Courts of Justice, London and also at centres in Birmingham, Cardiff, Leeds and Manchester. Cases may be heard by one High Court judge or by a ‘Divisional Court’ which consists of 2 or more judges, normally a High Court Judge and a Lord Justice of Appeal. Court information Forms and guidance Judicial policies and practice directions Civil Procedure Rules , Part 54 Daily cause lists RCJ and Rolls Building daily court lists Case references used by the Royal Courts of Justice and Rolls Building User group meeting minutes Previous decisions Fees Extradition",FALSE,"court","service","Judicial review guide","http://www.gov.uk/government/publications/administrative-court-judicial-review-guide"
"Chancery Division of the High Court","The most common types of case we handle include: disputes relating to business, property or land disputes over trusts competition claims under either European or UK competition law commercial disputes (domestic and international) intellectual property issues disputes over the validity of a will (‘probate disputes’) We also hear appeals about: decisions of masters insolvency decisions made by High Court registrars or the County Court most decisions of the County Court decisions of certain tribunals We also handle a wide range of other issues which include: claims relating to partnerships (eg dissolution) cancelling, setting aside or correcting (‘rectifying’) errors in deeds and other legal instruments breaches of trust or contract professional negligence We contain a number of specialist courts with their own individual areas of work: the Insolvency List the Companies List the Intellectual Property Enterprise Court the Patents Court Who we are We are part of the Business and Property Courts of the High Court of Justice. We are based at the Rolls Building in London and also at district registries across England and Wales. Hearings at the Rolls Building are heard by one of 19 High Court judges while other issues (eg case management, listing and most applications) are handled by one of 6 masters. Outside London, hearings are heard by either a chancery judge or circuit judge while the work of masters is handled by district judges. Court information forms and further guidance Civil Procedure Rules daily lists RCJ and Rolls Building daily court lists case references used by the Royal Courts of Justice and Rolls Building group litigation orders previous decisions practice note",FALSE,"court","service","Take a case to the court","https://www.gov.uk/guidance/take-a-case-to-the-chancery-division"
"Chancery Division of the High Court","The most common types of case we handle include: disputes relating to business, property or land disputes over trusts competition claims under either European or UK competition law commercial disputes (domestic and international) intellectual property issues disputes over the validity of a will (‘probate disputes’) We also hear appeals about: decisions of masters insolvency decisions made by High Court registrars or the County Court most decisions of the County Court decisions of certain tribunals We also handle a wide range of other issues which include: claims relating to partnerships (eg dissolution) cancelling, setting aside or correcting (‘rectifying’) errors in deeds and other legal instruments breaches of trust or contract professional negligence We contain a number of specialist courts with their own individual areas of work: the Insolvency List the Companies List the Intellectual Property Enterprise Court the Patents Court Who we are We are part of the Business and Property Courts of the High Court of Justice. We are based at the Rolls Building in London and also at district registries across England and Wales. Hearings at the Rolls Building are heard by one of 19 High Court judges while other issues (eg case management, listing and most applications) are handled by one of 6 masters. Outside London, hearings are heard by either a chancery judge or circuit judge while the work of masters is handled by district judges. Court information forms and further guidance Civil Procedure Rules daily lists RCJ and Rolls Building daily court lists case references used by the Royal Courts of Justice and Rolls Building group litigation orders previous decisions practice note",FALSE,"court","service","Chancery guide","https://www.gov.uk/government/publications/chancery-guide"
"Chancery Division of the High Court","The most common types of case we handle include: disputes relating to business, property or land disputes over trusts competition claims under either European or UK competition law commercial disputes (domestic and international) intellectual property issues disputes over the validity of a will (‘probate disputes’) We also hear appeals about: decisions of masters insolvency decisions made by High Court registrars or the County Court most decisions of the County Court decisions of certain tribunals We also handle a wide range of other issues which include: claims relating to partnerships (eg dissolution) cancelling, setting aside or correcting (‘rectifying’) errors in deeds and other legal instruments breaches of trust or contract professional negligence We contain a number of specialist courts with their own individual areas of work: the Insolvency List the Companies List the Intellectual Property Enterprise Court the Patents Court Who we are We are part of the Business and Property Courts of the High Court of Justice. We are based at the Rolls Building in London and also at district registries across England and Wales. Hearings at the Rolls Building are heard by one of 19 High Court judges while other issues (eg case management, listing and most applications) are handled by one of 6 masters. Outside London, hearings are heard by either a chancery judge or circuit judge while the work of masters is handled by district judges. Court information forms and further guidance Civil Procedure Rules daily lists RCJ and Rolls Building daily court lists case references used by the Royal Courts of Justice and Rolls Building group litigation orders previous decisions practice note",FALSE,"court","service","Chancery judges","https://www.gov.uk/guidance/chancery-judges"
"Chancery Division of the High Court","The most common types of case we handle include: disputes relating to business, property or land disputes over trusts competition claims under either European or UK competition law commercial disputes (domestic and international) intellectual property issues disputes over the validity of a will (‘probate disputes’) We also hear appeals about: decisions of masters insolvency decisions made by High Court registrars or the County Court most decisions of the County Court decisions of certain tribunals We also handle a wide range of other issues which include: claims relating to partnerships (eg dissolution) cancelling, setting aside or correcting (‘rectifying’) errors in deeds and other legal instruments breaches of trust or contract professional negligence We contain a number of specialist courts with their own individual areas of work: the Insolvency List the Companies List the Intellectual Property Enterprise Court the Patents Court Who we are We are part of the Business and Property Courts of the High Court of Justice. We are based at the Rolls Building in London and also at district registries across England and Wales. Hearings at the Rolls Building are heard by one of 19 High Court judges while other issues (eg case management, listing and most applications) are handled by one of 6 masters. Outside London, hearings are heard by either a chancery judge or circuit judge while the work of masters is handled by district judges. Court information forms and further guidance Civil Procedure Rules daily lists RCJ and Rolls Building daily court lists case references used by the Royal Courts of Justice and Rolls Building group litigation orders previous decisions practice note",FALSE,"court","service","Chancery masters","https://www.gov.uk/guidance/chancery-masters"
"Chancery Division of the High Court","The most common types of case we handle include: disputes relating to business, property or land disputes over trusts competition claims under either European or UK competition law commercial disputes (domestic and international) intellectual property issues disputes over the validity of a will (‘probate disputes’) We also hear appeals about: decisions of masters insolvency decisions made by High Court registrars or the County Court most decisions of the County Court decisions of certain tribunals We also handle a wide range of other issues which include: claims relating to partnerships (eg dissolution) cancelling, setting aside or correcting (‘rectifying’) errors in deeds and other legal instruments breaches of trust or contract professional negligence We contain a number of specialist courts with their own individual areas of work: the Insolvency List the Companies List the Intellectual Property Enterprise Court the Patents Court Who we are We are part of the Business and Property Courts of the High Court of Justice. We are based at the Rolls Building in London and also at district registries across England and Wales. Hearings at the Rolls Building are heard by one of 19 High Court judges while other issues (eg case management, listing and most applications) are handled by one of 6 masters. Outside London, hearings are heard by either a chancery judge or circuit judge while the work of masters is handled by district judges. Court information forms and further guidance Civil Procedure Rules daily lists RCJ and Rolls Building daily court lists case references used by the Royal Courts of Justice and Rolls Building group litigation orders previous decisions practice note",FALSE,"court","service","Chancery trial date windows","https://www.gov.uk/guidance/trial-date-windows-for-chancery-division"
"The Business and Property Courts","We decide specialist business and other civil international dispute resolution and business cases in England and Wales, whether domestic or international. We cover disputes that are dealt with by: The Commercial Court (e.g. shipping, sale of goods, insurance and reinsurance ) The Business List The Admiralty Court The Circuit Commercial Court (previously the Mercantile Court) The Technology and Construction Court The Financial List (e.g. banking and financial markets) The Insolvency List The Companies List The Competition List The Intellectual Property List (Including the Patents Court and Intellectual Property and Enterprise Court ) The Property, Trusts and Probate List (cases in Chancery) The Revenue List Who we are We cover the work of the specialist courts within the Rolls Building in London and at the civil and family courts in Manchester, Birmingham, Leeds, Cardiff (The Business and Property Court for Wales), Bristol, Liverpool and Newcastle-upon-Tyne. We bring together the work of the Chancery Division and specialist courts of the King’s Bench Division of the High Court. Cases issued in the Business and Property Courts are issued through one of the a lists or courts indicated above. Court information forms and guidance CE-File Civil Procedure Rules daily hearing lists: Rolls Building RCJ and Rolls Building daily court lists Guide to Business and Property Work at Central London",FALSE,"court","news","Take a maritime or shipping dispute to the Admiralty Court Commercial Court","https://www.gov.uk/guidance/take-a-maritime-or-shipping-dispute-to-the-admiralty-court"
"The Business and Property Courts","We decide specialist business and other civil international dispute resolution and business cases in England and Wales, whether domestic or international. We cover disputes that are dealt with by: The Commercial Court (e.g. shipping, sale of goods, insurance and reinsurance ) The Business List The Admiralty Court The Circuit Commercial Court (previously the Mercantile Court) The Technology and Construction Court The Financial List (e.g. banking and financial markets) The Insolvency List The Companies List The Competition List The Intellectual Property List (Including the Patents Court and Intellectual Property and Enterprise Court ) The Property, Trusts and Probate List (cases in Chancery) The Revenue List Who we are We cover the work of the specialist courts within the Rolls Building in London and at the civil and family courts in Manchester, Birmingham, Leeds, Cardiff (The Business and Property Court for Wales), Bristol, Liverpool and Newcastle-upon-Tyne. We bring together the work of the Chancery Division and specialist courts of the King’s Bench Division of the High Court. Cases issued in the Business and Property Courts are issued through one of the a lists or courts indicated above. Court information forms and guidance CE-File Civil Procedure Rules daily hearing lists: Rolls Building RCJ and Rolls Building daily court lists Guide to Business and Property Work at Central London",FALSE,"court","news","Take a business dispute to the Commercial Court","https://www.gov.uk/guidance/take-a-business-dispute-to-the-commercial-court"
"The Business and Property Courts","We decide specialist business and other civil international dispute resolution and business cases in England and Wales, whether domestic or international. We cover disputes that are dealt with by: The Commercial Court (e.g. shipping, sale of goods, insurance and reinsurance ) The Business List The Admiralty Court The Circuit Commercial Court (previously the Mercantile Court) The Technology and Construction Court The Financial List (e.g. banking and financial markets) The Insolvency List The Companies List The Competition List The Intellectual Property List (Including the Patents Court and Intellectual Property and Enterprise Court ) The Property, Trusts and Probate List (cases in Chancery) The Revenue List Who we are We cover the work of the specialist courts within the Rolls Building in London and at the civil and family courts in Manchester, Birmingham, Leeds, Cardiff (The Business and Property Court for Wales), Bristol, Liverpool and Newcastle-upon-Tyne. We bring together the work of the Chancery Division and specialist courts of the King’s Bench Division of the High Court. Cases issued in the Business and Property Courts are issued through one of the a lists or courts indicated above. Court information forms and guidance CE-File Civil Procedure Rules daily hearing lists: Rolls Building RCJ and Rolls Building daily court lists Guide to Business and Property Work at Central London",FALSE,"court","news","Take a business dispute to the Circuit Commercial Court","https://www.gov.uk/guidance/take-a-business-dispute-to-the-mercantile-court"
"The Business and Property Courts","We decide specialist business and other civil international dispute resolution and business cases in England and Wales, whether domestic or international. We cover disputes that are dealt with by: The Commercial Court (e.g. shipping, sale of goods, insurance and reinsurance ) The Business List The Admiralty Court The Circuit Commercial Court (previously the Mercantile Court) The Technology and Construction Court The Financial List (e.g. banking and financial markets) The Insolvency List The Companies List The Competition List The Intellectual Property List (Including the Patents Court and Intellectual Property and Enterprise Court ) The Property, Trusts and Probate List (cases in Chancery) The Revenue List Who we are We cover the work of the specialist courts within the Rolls Building in London and at the civil and family courts in Manchester, Birmingham, Leeds, Cardiff (The Business and Property Court for Wales), Bristol, Liverpool and Newcastle-upon-Tyne. We bring together the work of the Chancery Division and specialist courts of the King’s Bench Division of the High Court. Cases issued in the Business and Property Courts are issued through one of the a lists or courts indicated above. Court information forms and guidance CE-File Civil Procedure Rules daily hearing lists: Rolls Building RCJ and Rolls Building daily court lists Guide to Business and Property Work at Central London",FALSE,"court","news","Take a case to the Technology and Construction Court","https://www.gov.uk/guidance/take-a-case-to-the-technology-and-construction-court"
