,Abbr,Organisation,Body,service,Servicetype,URL,Servicedesc,Customertype,Businesmodel,Comments,201212,201212digital,201303,201303digital,201306,201306digital,201309,201309digital,201312,201312digital,201403,201403digital,201406,201406digital,201409,201409digital,201412,201412digital,201503,201503digital,201506,201506digital,201509,201509digital,201512,201512digital,201603,201603digital,201606,201606digital,201609,201609digital,201612,201612digital,201703,201703digital,max_observed
11,BEIS,Department for Business Energy and Industrial Strategy,Intellectual Property Office,Trade marks: applications to intervene in proceedings,Providing information,https://www.gov.uk/government/publications/trademarkformsandfees,Data for applications to intervene in proceedings (TM27).,Business,Fees and charges,,0,,0,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,3
21,BEIS,Department for Business Energy and Industrial Strategy,Intellectual Property Office,Trade marks: applications to set aside cancellation of application or revocation or invalidation of registration,Providing information,https://www.gov.uk/government/publications/trademarkformsandfees,Data for applications to set aside cancellation of application or revocation or invalidation of trade mark registration (TM29).,Business,Fees and charges,,0,,0,,,,0,,0,0,0,0,2,0,3,0,4,0,4,0,2,0,2,0,2,0,2,0,3,0,2,0,1,0,1,0,4
23,BEIS,Department for Business Energy and Industrial Strategy,Intellectual Property Office,Appointments or changes of representative (for opponents and cancellation applicants),Amending/deleting information,https://www.gov.uk/government/publications/trademarkformsandfees,Data for appointments or changes of representative (TM33P) (for opponents and cancellation applicants).,Business,Fees and charges,,60,,60,,0,,0,,22,0,33,0,58,0,97,0,98,0,112,0,112,0,88,0,94,0,96,0,98,0,101,0,99,0,93,0,112
30,BEIS,Department for Business Energy and Industrial Strategy,Intellectual Property Office,Filing a translation in connection with a European patent,Providing information,https://www.gov.uk/government/publications/patentformsandfees,Data for filing a translation in connection with a European patent or a European patent application (F54).,Business,Fees and charges,,55,,55,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
39,BEIS,Department for Business Energy and Industrial Strategy,Intellectual Property Office,Patents: notices of opposition to proceedings before the Comptroller,Providing information,https://www.gov.uk/government/publications/patentformsandfees/patentformsandfees,Data for notices of opposition to proceedings before the Comptroller (F15),Business,Fees and charges,,2,,2,,2,,0,,0,0,0,0,0,0,1,0,2,0,2,0,3,0,3,0,3,0,3,0,5,0,5,0,18,0,23,0,23
41,BEIS,Department for Business Energy and Industrial Strategy,Intellectual Property Office,Patents: notice to restrict availability of samples to experts,Providing information,https://www.gov.uk/government/publications/patentformsandfees/patentformsandfees,Data for notices of the intention to restrict the availability of samples of biological material to experts (F8A).,Business,Fees and charges,,1,,1,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
51,BEIS,Department for Business Energy and Industrial Strategy,Intellectual Property Office,Patents: requests to authorise release of biological material,Requesting a licence or consent,https://www.gov.uk/government/publications/patentformsandfees/patentformsandfees,Data for requests for certificate authorising the release of a sample of biological material (F8).,Business,Fees and charges,,1,,1,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
58,BEIS,Department for Business Energy and Industrial Strategy,Intellectual Property Office,Trade marks: requests for recordal of concurrent registration,Providing information,https://www.gov.uk/government/publications/trademarkformsandfees,Data for requests for recordal of concurrent registration (TM28).,Business,Fees and charges,,7,,7,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
65,BEIS,Department for Business Energy and Industrial Strategy,Intellectual Property Office,Trade marks: requests to proceed to evidence rounds,Requesting a licence or consent,https://www.gov.uk/government/publications/trademarkformsandfees,Data for requests to proceed to evidence rounds (TM53).,Business,Fees and charges,,5,,5,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
69,BEIS,Department for Business Energy and Industrial Strategy,Intellectual Property Office,Requests not to publish patent applications in the Patents Journal,Requesting a licence or consent,https://www.gov.uk/government/organisations/intellectualpropertyoffice,Data for requests not to publish patent applications in the Patents Journal.,Business,Fees and charges,,3113,,10,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,7,0,7,0,7,0,7,0,3113
71,BEIS,Department for Business Energy and Industrial Strategy,Intellectual Property Office,Transform a Madrid protocol designation,Providing information,https://www.gov.uk/government/publications/trademarkformsandfees,Data for transforming a Madrid protocol designation (TM4).,Business,Fees and charges,,0,,0,,,,0,,1,0,1,0,3,0,3,0,4,0,5,0,9,0,13,0,13,0,12,0,9,0,7,0,6,0,8,0,13
79,BEIS,Department for Business Energy and Industrial Strategy,Department for Business Energy and Industrial Strategy,Environmental management systems (EMS): annual public statements,Requesting information,,Data for annual public statements using EMS.,Business,[not provided],,,,,,,,0,,55,,55,,55,,58,,57,,114,,114,,96,,112,,56,,59,,,,,,,,114
86,BEIS,Department for Business Energy and Industrial Strategy,Department for Business Energy and Industrial Strategy,Fluorinated greenhouse gas and ozone depleting substances: notifications,Providing information,,Data for FGas/ODS Annex C noncompliance notification forms (NCFs) submitted by operators to DECC when they have identified that they had a release of over 1000 tonnes.,Business,[not provided],,,,,,,,0,,3,,4,,5,,5,,4,,6,,5,,6,,11,,16,,60,,,,,,,,60
99,BEIS,Department for Business Energy and Industrial Strategy,Department for Business Energy and Industrial Strategy,Petroleum Licence applications,Requesting a licence or consent,https://www.og.decc.gov.uk/portal.htm,Data for applications for petroleum licences.,Business,Taxpayers,,200,,220,220,224,,0,,0,,0,,174,,175,,270,,271,,270,,,,,,116,,,,,,,,,,271
105,BEIS,Department for Business Energy and Industrial Strategy,Department for Business Energy and Industrial Strategy,Reports of noncompliance with the Energy Act 2008: part 4a consent to locate,Requesting a licence or consent,,Data for reports of noncompliance with the Energy Act 2008 part 4a consent to locate.,Business,[not provided],,,,,,,,0,,4,,67,,134,,181,,234,,275,,,,,,338,,316,,405,,,,,,,,405
203,Defra,Department for Environment Food and Rural Affairs,Veterinary Medicines Directorate,Surveillance of veterinary medicines: residues samples from customers,Providing information,,Data for samples of residues in veterinary medicines supplied by customers,Business,Fees and charges,,31600,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,0,,0,,0,0,0,0,0,0,0,31600
228,DFID,Department for International Development,Department for International Development,UK aid match: proposals submitted,Requesting benefits payments or loans,https://www.gov.uk/ukaidmatch,Data for proposals submitted for matched funding for notforprofit organisations carrying out work in developing countries to reduce poverty.,Business,Taxpayers,,30,,25,,25,,0,,17,0,46,0,65,0,105,,117,0,101,0,124,0,106,0,107,0,111,0,69,0,47,0,17,0,0,0,124
331,DWP,Department for Work and Pensions,Health and Safety Executive,Applications for a licence to import acetylene,Requesting a licence or consent,https://www.hse.gov.uk/forms/explosive/,Data for applications for a licence to import acetylene or amendment to an existing licence (HSE form LP53).,Business,Taxpayers,,3,,,,,,0,,0,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,3
344,DWP,Department for Work and Pensions,Health and Safety Executive,Pipeline Safety Regulations: notifications to change operator,Providing information,,Data for notifications of a change of major accident hazard (MAH) Pipeline Operator to HSE.,Business,Taxpayers,,15,,,,,,0,,0,,,,0,,0,,0,,0,,1,,2,,2,,2,,1,,0,,0,,0,,15
345,DWP,Department for Work and Pensions,Health and Safety Executive,Submissions of radioactive substance risk assessment reports,Providing information,https://www.hse.gov.uk/forms/notification/,Data for reports submitted under the Radiation Emergency Prepardeness and Public Information Regulations 2001 (REPPIR) which require those who handle or transport radioactive substances to carry out a risk assessment and send a report of it to HSE.,Business,Taxpayers,,15,,,,,,0,,,,,,,,12,,22,,32,,32,,27,,19,,14,,14,,15,,15,,12,,32
304,DHSC,Department of Health and Social Care,Public Health England,Registrations updates or deletions of rehab provider details on Rehab Online,Registering,http://www.rehabonline.org.uk/providers/registration.aspx,Data for registrations updates or deletions of the details of rehab providers listed on Rehab Online. ,Business,[not provided],,,,,,,,0,,0,,16,,119,,145,,174,,177,,80,,76,,71,,64,64,73,73,64,64,,,,,177
381,FCO,Foreign and Commonwealth Office,Foreign and Commonwealth Office,Forwarding record of marriage or civil partnership to Registrar General,Requesting information,,Data for forwarding record of marriage or civil partnership to Registrar General.,Individuals,Fees and charges,,,,,,,,0,,313,,531,,553,,554,,249,,32,0,12,0,11,0,3,0,2,0,0,0,,,,,,,554
393,HMT,HM Treasury,Financial Conduct Authority,Applications for a direction under Section 101(8) (Consumer credit licensing),Requesting a licence or consent,,Data for applications for a direction under Section 101(8) (Consumer credit licensing).,Business,Taxpayers,The Office of Fair Trading was responsible for protecting consumer interests throughout the UK until it closed on 1 April 2014. Responsibility for Consumer Credit licensing and Money Laundering supervision now lies with the Financial Conduct Authority and HMRC.,10,,0,,0,,0,,0,,1,,3,,,,,,,,,,,,,,,,,,,,,,,,10
431,Home Office,Home Office,Home Office,Registered traveller service,Requesting a licence or consent,https://www.gov.uk/registeredtraveller,Data for travellers who hold passports from eligible countries/territories arriving in the UK who have registered for a faster service at the border including use of epassport gates.,Individuals,Fees and charges,,0,0,0,0,0,0,0,0,117,117,1133,1133,1496,1496,2515,2515,3425,3425,4520,4520,11464,11464,21909,21909,20882,,18771,,11464,,,,,,,,21909
26,BEIS,Department for Business Energy and Industrial Strategy,Land Registry,Land Registry: registrations affecting multiple titles (bulk register updates),Providing information,https://www.gov.uk/government/collections/businesseservices,Data for single applications to register a transaction affecting multiple titles.,Business,Fees and charges,Volumes represent the total number of individual titles updated rather than the number of bulk updates submitted. ,356194,,,,,,,,,,,,2147373,0,2120970,0,1904090,,1063470,0,1157728,0,887806,0,462165,0,502817,0,352348,0,437947,0,640133,0,576443,0,2147373
32,BEIS,Department for Business Energy and Industrial Strategy,Land Registry,First registration of estates,Registering,https://www.gov.uk/government/collections/businesseservices,Data for applications for the compulsory or voluntary first registration of an unregistered freehold or leasehold estate in land.,Business,Fees and charges,,146274,,,,,,,,,,,,135103,0,129514,0,121314,0,117564,0,117194,0,117412,0,114004,0,108940,0,100198,,95166,0,96609,0,99937,0,146274
45,BEIS,Department for Business Energy and Industrial Strategy,UK Space Agency,Outer Space Act licences,Requesting a licence or consent,https://www.gov.uk/guidance/applyforalicenseundertheouterspaceact1986,Data for licences to launch or operate a spacecraft satellite or manage other activities in outer space under the Outer Space Act 1986.,Business,Fees and charges,,,,,,,,,,,,,,,,,,,,12,0,15,0,15,0,20,0,15,0,13,0,11,0,4,0,4,0,20
74,BEIS,Department for Business Energy and Industrial Strategy,Department for Business Energy and Industrial Strategy,Biomass Suppliers List registrations,Requesting information,https://www.gov.uk/registerbiomasssupplier,Data for registrations on the Biomass Suppliers List,Business,Fees and charges,Service managed on behalf of BEIS by Gemserve,,,,,,,,,,,,,,,,,1732,,4287,,,,,,,,,,,,,,,,,,4287
82,BEIS,Department for Business Energy and Industrial Strategy,Ofgem,Applications to be listed on the Central Feedin Tariffs Register (CFR),Registering,https://www.renewablesandchp.ofgem.gov.uk/,Data for applications to be listed on the Central Feedin Tariffs Register (CFR) managed by Ofgem.,Business,Taxpayers,,218000,218000,,,147000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218000
83,BEIS,Department for Business Energy and Industrial Strategy,Ofgem,Feed in Tariffs: levelisation,Providing information,https://www.renewablesandchp.ofgem.gov.uk/,Data for levelisation of feedin tariffs.,Business,Taxpayers,,360,360,250,,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360
87,BEIS,Department for Business Energy and Industrial Strategy,Department for Business Energy and Industrial Strategy,Green Deal: provider registrations,Registering,http://gdorb.decc.gov.uk/providers/becomeaprovider,Data for applications to become Green Deal Providers and withdrawals from the scheme,Business,Taxpayers,Green Deal Providers arrange Green Deal Plans provide finance and arrange for the installation of the agreed energy efficiency improvements through an authorised installer. Green Deal Providers are assessed and authorised by the Green Deal Oversight and Registration Body. Costs are paid by BEIS. Volumes include both PreAssessment Questionnaires (PAQs) and Fitness Tests.,,,,,,,,,107,,105,,95,,85,,55,,,,41,,,,28,0,12,,11,,16,0,15,0,18,0,107
108,BEIS,Department for Business Energy and Industrial Strategy,Ofgem,Renewables Obligation: compliance,Providing information,https://www.renewablesandchp.ofgem.gov.uk/,Data for registrations on the Ofgem Renewables Obligation Register. ,Business,Taxpayers,,75,75,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75
109,BEIS,Department for Business Energy and Industrial Strategy,Ofgem,Renewables Obligation: output data submissions,Providing information,https://www.renewablesandchp.ofgem.gov.uk/,Data for Renewables Obligation output data submissions to Ofgem,Business,Taxpayers,,26000,26000,12000,,12000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26000
119,DCMS,Department for Culture Media and Sport,Arts Council,Grants for the arts: applications,Requesting benefits payments or loans,http://www.artscouncil.org.uk/funding/applyforfunding/grantsforthearts/,Data for applications for National Lottery funded grants managed by the Arts Council to run arts activities and help artists and arts organisations.,Business,Taxpayers,,,,,,,,,,,,,,10500,10500,10815,10815,11118,11118,11488,11488,11250,11250,11734,11734,12377,12377,,,10728,10728,,,,,,,12377
120,DCMS,Department for Culture Media and Sport,Heritage Lottery Fund,Heritage Lottery Fund applications,Requesting benefits payments or loans,http://www.lotterygoodcauses.org.uk/fundingfinder,Data for applications to the Heritage Lottery Fund.,Business,Taxpayers,,30000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30000
123,DCMS,Department for Culture Media and Sport,British Film Institute,Certification and tax relief applications for films highend television programmes animations and children’s television programmes,Requesting information,http://www.bfi.org.uk/filmindustry/britishcertificationtaxrelief,Data for applications for tax relief for films highend televesion programmes animations and children's television programmes.,Business,Taxpayers,,,,,,,,,,549,549,584,584,635,635,693,693,781,781,845,845,945,945,,,,,,,,,,,,,,,945
132,DCMS,Department for Culture Media and Sport,Sport England,Sport England grant applications,Requesting benefits payments or loans,http://www.sportengland.org/myapplications,Data for applications to Sport England funding streams to support a community sports structure in England.,Business,Taxpayers,,,,,,,,,,,,4866,4866,6144,6144,5723,5723,5592,5592,4602,4602,3309,3309,3314,,3252,3252,,,3246,3246,,,,,,,6144
133,DCMS,Department for Culture Media and Sport,Visit England,Visit England: quality assessment scheme,Registering,http://www.visitengland.org/busdev/accreditation/qascheme/benefits.aspx,Data for registrations by businesses with Visit England's quality assessment scheme. ,Business,Taxpayers,,,,,,,,,,,,,,,,15643,15643,15173,15173,14405,14405,13992,13992,13157,13157,12325,,,,11666,,,,,,,,15643
213,DfE,Department for Education,Education and Skills Funding Agency,Skills Funding Agency (SFA) learning and training: training organisation data returns,Requesting information,https://www.gov.uk/government/publications/oldconlinedatacollectionssystem,Data for files submitted by learning providers regarding learning and training provision.,Business,Taxpayers,,,,,,,,,,95197,95197,81053,81053,67506,67506,46859,46859,33526,33526,33635,33635,34000,34000,37155,37155,41018,41018,44064,44064,44569,44569,45074,45074,48248,48248,,,95197
219,DfE,Department for Education,Office for Standards in Education Children's Services and Skills,Childminder registrations,Registering,http://www.ofsted.gov.uk/earlyyearsandchildcare/becomechildcareproviderorchildminder/registerchildminder,Data for registrations with Ofsted as a person providing care for one or more children aged between birth and 18 to whom they are not related for reward in someone’s home (usually their own).,Business,[not provided],,,,,,,,,,,,,,5140,,,,5214,,,,,,,,,,,,3792,3792,,,,,,,5214
220,DfE,Department for Education,Office for Standards in Education Children's Services and Skills,Home childcarer registrations,Registering,http://www.ofsted.gov.uk/earlyyearsandchildcare/becomechildcareproviderorchildminder/registerhomechildcarer,Data for registrations with Ofsted as a person providing care for children from birth up to the age of 18 at the home of one of the children. ,Business,[not provided],,,,,,,,,,,,,,3002,,,,3387,,,,,,,,,,,,2621,2621,,,,,,,3387
221,DfE,Department for Education,Office for Standards in Education Children's Services and Skills,Provider of childcare on domestic premises: registrations,Registering,http://www.ofsted.gov.uk/earlyyearsandchildcare/becomechildcareproviderorchildminder/registerprovidechildcaredomesticpremises,Data for registrations with Ofsted as a group of four or more people working with children in someone’s home.,Business,[not provided],,,,,,,,,,,,,,42,,,,42,,,,,,,,,,,,1500,1500,,,,,,,1500
222,DfE,Department for Education,Office for Standards in Education Children's Services and Skills,Provider of childcare on nondomestic premises: registrations,Registering,http://www.ofsted.gov.uk/earlyyearsandchildcare/becomechildcareproviderorchildminder/registerprovidechildcarenondomesticpremises,Data for registrations with Ofsted as a person or organisation providing care in a purposebuilt nursery or a village hall.,Business,[not provided],,,,,,,,,,,,,,2886,,,,3039,,,,,,,,,,,,,,,,,,,,3039
223,DfE,Department for Education,Department for Education,Social work portal: registrations,Requesting information,,Data for registrations and completions on the Assessed and Supported Year in Employment programme recorded on the social work portal.,Business,Taxpayers,,,,,,,,,,,,,,,,,,,,,,,,,,5094,,5006,,5058,0,4713,,4806,,5013,,5094
136,Defra,Department for Environment Food and Rural Affairs,Natural England,Energy Crops Scheme: applications,Requesting information,https://www.gov.uk/guidance/industrialenergyandnonfoodcropsbusinessopportunitiesforfarmers,Data for applications for the Energy Crops Scheme.,Business,[not provided],,,,,,,,,,156,,164,,200,,181,,91,,0,,0,,0,,0,,,,,,,,0,,0,,200
137,Defra,Department for Environment Food and Rural Affairs,Natural England,Energy Crops Scheme: claims,Requesting information,,Data for claims made under the Energy Crops Scheme managed by Natural England.,Business,[not provided],,,,,,,,,,55,,62,,45,,47,,43,,45,,52,,100,,130,,110,,,,,,0,,0,,130
138,Defra,Department for Environment Food and Rural Affairs,Natural England,Entry Level Stewardship: applications to transfer,Requesting information,,Data for applications for the Engry Level Stewardship scheme administered by Natural England.,Business,[not provided],,,,,,,,,,4181,,3278,2192,,,,1565,,459,1396,263,1608,,1498,,1952,,1652,,1198,,1049,,320,,267,,4181
139,Defra,Department for Environment Food and Rural Affairs,Natural England,Entry Level Stewardship claims,Requesting information,,Data for claims for EU funding made by managers of rural land to the Entry Level Stewardship scheme administered by Natural England.,Business,[not provided],,,,,,,,,,90680,,68427,,,,,,,,66648,,81678,,64724,,79707,,64918,,65677,,65671,,54372,,54357,,90680
140,Defra,Department for Environment Food and Rural Affairs,Natural England,PINS requested for Entry Level Stewardship,Requesting information,,Data for PINS requested for Entry Level Stewardship.,Business,[not provided],,,,,,,,,,,,677,677,516,516,333,333,83,83,77,77,55,,21,,0,,,,0,,0,,0,,0,,677
141,Defra,Department for Environment Food and Rural Affairs,Natural England,Environmental Impact Assessments screening decisions: tipoffs,Requesting information,,Data for tipoffs relating to Environmental Impact Assessments screening decisions.,Business,[not provided],,,,,,,,,,65,,68,,76,,58,,52,0,49,0,43,0,50,0,,,,,,,,,43,,43,,76
142,Defra,Department for Environment Food and Rural Affairs,Natural England,Higher Level Stewardship: applications to transfer,Requesting information,,Data for applications for the Higher Level Stewardship scheme administered by Natural England.,Business,[not provided],,,,,,,,,,3058,,2456,,,,,,,,1320,0,1384,0,913,0,646,0,443,0,277,0,242,,216,,278,,3058
143,Defra,Department for Environment Food and Rural Affairs,Natural England,Higher Level Stewardship: claims,Requesting information,,Data for claims under the Higher Level Stewardship scheme administered by Natural England.,Business,[not provided],,,,,,,,,,33652,,24745,,,,,,,,25784,0,32741,0,26501,0,35459,0,27394,0,28329,0,28320,,28634,,28642,,35459
144,Defra,Department for Environment Food and Rural Affairs,Rural Payments Agency,Milk Production Reduction Scheme,Requesting benefits payments or loans,https://www.gov.uk/guidance/milkproductionreductionschemehowtoapply,The Milk Production Reduction Scheme provides money to milk producers who volunteer to reduce their cows’ milk deliveries.,Business,[not provided],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,1884,,2072,,2072
145,Defra,Department for Environment Food and Rural Affairs,Natural England,Open access land: applications to suspend right of access,Providing information,http://www.naturalengland.org.uk/ourwork/access/openaccess/restrictions.aspx,Data for applications to suspend right of access across open access land.,Business,[not provided],,411,,434,,,,,,5,0,5,,23,0,24,0,25,0,31,0,11,0,12,0,11,0,5,,,0,,0,,,7,,434
146,Defra,Department for Environment Food and Rural Affairs,Natural England,Open access land: dedications,Requesting information,,Data for voluntary dedications of land as open access land.,Business,[not provided],,,,,,,,,,21,0,20,,21,0,22,0,5,0,6,0,9,0,9,0,8,0,8,,4,0,2,0,2,,1,,22
147,Defra,Department for Environment Food and Rural Affairs,Natural England,Open access land: discretionary exclusions and restrictions,Requesting information,,Data for discretionary exclusions and restrictions to access requested by landowners or farm tenants.,Business,[not provided],,,,,,,,,,114,0,111,,124,0,128,0,132,0,145,0,191,0,248,0,247,0,243,,176,0,114,0,107,,102,,248
148,Defra,Department for Environment Food and Rural Affairs,Natural England,Open access land: Forestry Commission restrictions,Requesting information,,Data for restrictions on access to Forestry Commission land.,Business,[not provided],,,,,,,,,,295,0,381,,415,0,404,0,370,0,300,0,284,0,288,0,294,0,296,,272,0,232,0,188,,145,,415
149,Defra,Department for Environment Food and Rural Affairs,Natural England,Open access land: outline application for restriction,Requesting information,,Data for outline applications to allow landowners to submit preliminary details of a request to restrict open access.,Business,[not provided],,,,,,,,,,59,0,62,,75,0,91,0,62,0,68,0,58,0,43,0,40,0,24,,19,0,24,0,16,,16,,91
150,Defra,Department for Environment Food and Rural Affairs,Natural England,Organic Entry Level Stewardship: applications for transfer,Requesting information,,Data for applications for Organic Entry Level Stewardship managed by Natural England.,Business,[not provided],,,,,,,,,,338,,261,,,,,,,0,211,0,196,0,141,0,58,0,45,,17,0,18,0,7,,9,,338
151,Defra,Department for Environment Food and Rural Affairs,Natural England,Organic Entry Level Stewardship scheme: claims,Requesting information,,Data for claims under the Organic Entry Level Stewardship scheme administered by Natural England.,Business,[not provided],,,,,,,,,,4169,,3047,,,,,,,0,2504,0,2989,0,2350,0,3791,0,3225,,,0,,0,,,2244,,4169
152,Defra,Department for Environment Food and Rural Affairs,Rural Payments Agency,Rural Development Funding claims,Requesting information,,,Business,[not provided],,,,,,,,,,,,,,,,,,,,,,,,0,,1,,21,,152,,384,,836,,1474,,1474
153,Defra,Department for Environment Food and Rural Affairs,Forestry Commission,Timber dispatches,Requesting information,,Data for timber dispatches.,Business,[not provided],,,,,,,,,,,,,,,,,,,,41694,,41993,,41208,,40983,,41975,,42563,,44878,,45421,,45119,,45421
155,Defra,Department for Environment Food and Rural Affairs,Marine Management Organisation,Applications for a deemed marine licence to accompany a Development Consent Order,Requesting a licence or consent,,Data on applications for a deemed marine licence.,Business,Fees and charges,,,,,,,,,,,,,,,,,,,,,,17,,24,,29,,36,,37,,28,,22,,11,,37
156,Defra,Department for Environment Food and Rural Affairs,Marine Management Organisation,Applications for Harbour Orders,Requesting a licence or consent,,Data on applications for Harbour Orders concerning the management and creation of harbours.,Business,Fees and charges,,,,,,,,,,,,,,,,,,,,,,8,,8,,6,,7,,6,,5,,6,,3,,8
157,Defra,Department for Environment Food and Rural Affairs,Marine Management Organisation,Applications for Safety Zone consents required for offshore renewable energy installations,Requesting a licence or consent,,Data on applications for Safety Zone consents required for offshore renewable energy installations,Business,Fees and charges,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,1,,1,0,1,0,4,0,4,0,4
158,Defra,Department for Environment Food and Rural Affairs,Marine Management Organisation,Applications for Section 36 consents required for the construction extension or operation of electricity generating stations,Requesting a licence or consent,,Data on applications for Section 36 consents which are required for the construction extension or operation of electricity generating stations.,Business,Fees and charges,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,1,,,,,,,,4,,4
161,Defra,Department for Environment Food and Rural Affairs,Natural England,Camping and caravanning exemption certificates,Requesting a licence or consent,http://www.naturalengland.org.uk/ourwork/regulation/campingandcaravan/default.aspx,Data for issues of exemption certificates to allow organisations promoting recreational or instructional objectives to operate camping or caravanning sites without the need for planning permission or a licence from a local authority.,Business,Taxpayers,,80,,107,,,,,,69,0,62,0,58,0,157,0,266,0,287,30,396,,367,,335,,376,,329,,283,,252,,234,,396
163,Defra,Department for Environment Food and Rural Affairs,Natural England,Applications for Catchment Sensitive Farming capital grants,Requesting benefits payments or loans,http://www.naturalengland.org.uk/ourwork/farming/csf/cgs/default.aspx,Data for applications for Catchment Sensitive Farming capital grants,Business,Taxpayers,,1336,,3065,,,,,,3033,,3033,,4231,,5925,,3584,0,3661,0,2463,0,1322,0,2001,0,1924,,1924,0,1086,0,0,0,0,0,5925
168,Defra,Department for Environment Food and Rural Affairs,Natural England,Energy Crops Scheme: amendments,Requesting benefits payments or loans,http://www.naturalengland.org.uk/ourwork/farming/funding/ecs/default.aspx,Data for amendments made under the Energy Crops Scheme managed by Natural England.,Business,[not provided],,,,,,,,,,18,,19,,11,,20,,46,,41,,41,,32,,1,,,,,,,,,,7,,46
170,Defra,Department for Environment Food and Rural Affairs,Natural England,Entry Level Stewardship: amendments,Requesting benefits payments or loans,http://www.naturalengland.org.uk/ourwork/farming/funding/es/els/online/default.aspx,Data for amendments to Entry Level Stewardship submissions.,Business,Taxpayers,,,,,,,,,,25532,,20822,,,,,,,,33847,0,48729,,48445,,44198,,37550,,25082,,24102,,23026,,29858,,48729
172,Defra,Department for Environment Food and Rural Affairs,Natural England,Environmental Impact Assessments: applications for screening decisions,Requesting a licence or consent,http://www.naturalengland.org.uk/ourwork/regulation/eia/default.aspx,Data for applications for screening assessments under the EIA (agriculture) regulations.,Business,[not provided],,,,,,,,,,239,,247,,263,,256,,307,0,318,0,329,0,343,0,,,,,,,,,305,,293,,343
174,Defra,Department for Environment Food and Rural Affairs,Marine Management Organisation,European Maritime Fisheries Fund applications,Requesting a licence or consent,,Data on applications for the European Maritime Fisheries Fund (EMFF).,Business,Fees and charges,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,,,,,,,,,370,,370
177,Defra,Department for Environment Food and Rural Affairs,Natural England,Farm environment plans submitted (prerequisite to Higher Level Stewardship),Requesting benefits payments or loans,http://www.naturalengland.org.uk/ourwork/farming/funding/es/hls/fep.aspx,Data for farm environment plans (prerequisite to Higher Level Stewardship).,Business,Taxpayers,,,,2639,,,,,,1409,,2664,,,,,,,0,13950,0,14472,0,11320,0,8298,0,5510,,,0,,,0,,0,,14472
179,Defra,Department for Environment Food and Rural Affairs,Natural England,Heather and grass burning licences,Requesting a licence or consent,http://www.naturalengland.org.uk/ourwork/regulation/burning/default.aspx,Data for licences issued to burn heather and grass.,Business,Taxpayers,,10,,3,,,,,,5,,5,,5,,2,,2,,,,,0,,0,,0,,0,,0,,,,,,,10
180,Defra,Department for Environment Food and Rural Affairs,Natural England,Heritage management plan grants,Requesting benefits payments or loans,http://www.naturalengland.org.uk/ourwork/landscape/protection/historiccultural/heritagelandscapes/grants.aspx,Data for Heritage management plan grants managed by Natural England.,Business,Taxpayers,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
181,Defra,Department for Environment Food and Rural Affairs,Natural England,Higher Level Stewardship: amendments,Requesting benefits payments or loans,http://www.naturalengland.org.uk/ourwork/farming/funding/es/hls/howtogetstartedhls.aspx,Data amendments under the Entry Level Stewardship scheme administered by Natural England.,Business,Taxpayers,,,,,,,,,,21454,,24063,,,,,,,,24517,0,33605,0,31515,0,32317,0,25433,0,16171,0,14742,,12339,,18947,,33605
184,Defra,Department for Environment Food and Rural Affairs,Rural Payments Agency,Internal market intervention,Requesting information,,Data for internal market interventions,Business,Taxpayers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,183,,216,,216,,216
193,Defra,Department for Environment Food and Rural Affairs,Marine Management Organisation,Management of fishing quotas: buying selling leasing or trading,Providing information,,Data on the buying selling leasing and trading of fishing quotas.,Business,Fees and charges,,,,,,,,,,,,,,,,,,,,,,979,,1383,,1888,,1958,,2094,,2240,,2316,,2204,,2316
